elapsed_ms,current_A,event
50549.3,,Service request: command=3
50549.7,,Gripper moving to idle position...
53338.3,,Idle done. Phase took 2887 ms
53340.3,,Publishing response. Total elapsed: 2888 ms
56064.1,,Service request: command=1
56064.9,,Gripper latching...
57979.9,,Contact in latch zone at pos 26211 — latched
57985.6,,Latched
57985.7,,Latched! Phase took 1860 ms
57985.8,,Publishing response. Total elapsed: 1861 ms
58833.2,,Service request: command=3
58833.6,,Gripper moving to idle position...
60828.9,,Idle done. Phase took 1969 ms
60829.4,,Publishing response. Total elapsed: 1970 ms
61545.0,,Service request: command=2
61545.4,,Gripper releasing...
64652.1,,Home done. Phase took 2878 ms
64653.9,,Publishing response. Total elapsed: 2879 ms
67916.3,,Service request: command=3
67917.0,,Gripper moving to idle position...
70795.1,,Idle done. Phase took 2887 ms
70795.4,,Publishing response. Total elapsed: 2888 ms
71512.1,,Service request: command=1
71512.7,,Gripper latching...
73627.5,,Contact in latch zone at pos 26159 — latched
73640.3,,Latched
73640.6,,Latched! Phase took 1852 ms
73640.7,,Publishing response. Total elapsed: 1853 ms
74530.8,,Service request: command=3
74531.4,,Gripper moving to idle position...
76573.2,,Idle done. Phase took 1959 ms
76573.8,,Publishing response. Total elapsed: 1960 ms
77607.0,,Service request: command=2
77607.5,,Gripper releasing...
80585.8,,Home done. Phase took 2887 ms
80587.7,,Publishing response. Total elapsed: 2888 ms
83055.3,,Service request: command=3
83055.5,,Gripper moving to idle position...
85992.5,,Idle done. Phase took 2881 ms
85992.8,,Publishing response. Total elapsed: 2882 ms
88947.2,,Service request: command=1
88947.4,,Gripper latching...
90834.6,,Contact in latch zone at pos 26214 — latched
90835.1,,Latched
90835.2,,Latched! Phase took 1861 ms
90835.4,,Publishing response. Total elapsed: 1862 ms
92069.1,,Service request: command=3
92070.0,,Gripper moving to idle position...
94036.8,,Idle done. Phase took 1969 ms
94037.9,,Publishing response. Total elapsed: 1970 ms
94740.4,,Service request: command=2
94741.1,,Gripper releasing...
97632.7,,Home done. Phase took 2887 ms
97633.8,,Publishing response. Total elapsed: 2888 ms
98678.4,,Service request: command=3
98678.9,,Gripper moving to idle position...
101621.5,,Idle done. Phase took 2879 ms
101622.0,,Publishing response. Total elapsed: 2880 ms
104089.9,,Service request: command=1
104090.4,,Gripper latching...
105912.2,,Contact in latch zone at pos 26157 — latched
105920.1,,Latched
105920.2,,Latched! Phase took 1852 ms
105922.5,,Publishing response. Total elapsed: 1853 ms
106767.7,,Service request: command=3
106956.4,,Gripper moving to idle position...
109136.7,,Idle done. Phase took 1962 ms
109136.8,,Publishing response. Total elapsed: 1963 ms
110211.6,,Service request: command=2
110211.9,,Gripper releasing...
113086.8,,Home done. Phase took 2878 ms
113087.3,,Publishing response. Total elapsed: 2879 ms
116045.7,,Service request: command=3
116046.0,,Gripper moving to idle position...
118930.6,,Idle done. Phase took 2887 ms
118937.1,,Publishing response. Total elapsed: 2888 ms
119607.7,,Service request: command=1
119609.3,,Gripper latching...
121457.1,,Contact in latch zone at pos 26210 — latched
121468.2,,Latched
121468.3,,Latched! Phase took 1860 ms
121468.3,,Publishing response. Total elapsed: 1861 ms
124904.4,,Service request: command=3
124905.9,,Gripper moving to idle position...
126882.4,,Idle done. Phase took 1969 ms
126883.4,,Publishing response. Total elapsed: 1970 ms
128139.0,,Service request: command=2
128140.1,,Gripper releasing...
131073.5,,Home done. Phase took 2887 ms
131073.6,,Publishing response. Total elapsed: 2888 ms
134096.5,,Service request: command=3
134096.7,,Gripper moving to idle position...
136925.2,,Idle done. Phase took 2880 ms
136925.6,,Publishing response. Total elapsed: 2881 ms
137694.8,,Service request: command=1
137695.4,,Gripper latching...
139693.2,,Contact in latch zone at pos 26204 — latched
139698.3,,Latched
139698.7,,Latched! Phase took 1859 ms
139698.7,,Publishing response. Total elapsed: 1860 ms
140385.5,,Service request: command=3
140385.8,,Gripper moving to idle position...
142353.7,,Idle done. Phase took 1969 ms
142357.1,,Publishing response. Total elapsed: 1970 ms
146062.2,,Service request: command=2
146062.4,,Gripper releasing...
148949.4,,Home done. Phase took 2887 ms
148954.0,,Publishing response. Total elapsed: 2888 ms
149643.3,,Service request: command=3
149643.7,,Gripper moving to idle position...
152519.6,,Idle done. Phase took 2879 ms
152520.5,,Publishing response. Total elapsed: 2880 ms
154963.8,,Service request: command=1
154968.8,,Gripper latching...
156814.3,,Contact in latch zone at pos 26216 — latched
156823.0,,Latched
156823.6,,Latched! Phase took 1861 ms
156824.0,,Publishing response. Total elapsed: 1862 ms
157529.6,,Service request: command=3
157530.3,,Gripper moving to idle position...
159719.6,,Idle done. Phase took 1969 ms
159745.7,,Publishing response. Total elapsed: 1970 ms
160610.2,,Service request: command=2
160610.4,,Gripper releasing...
163612.9,,Home done. Phase took 2889 ms
163612.9,,Publishing response. Total elapsed: 2890 ms
