elapsed_ms,current_A,event
4976.5,,Service request: command=3
4978.5,,Gripper moving to idle position...
4986.8,0.1183,
5088.6,0.3507,
5190.7,0.3392,
5291.9,0.3122,
5394.4,0.3154,
5494.2,0.3160,
5595.4,0.3198,
5696.5,0.3179,
5798.1,0.3292,
5900.5,0.3280,
6000.4,0.3308,
6101.6,0.3390,
6203.6,0.3417,
6304.3,0.3400,
6404.9,0.3418,
6506.1,0.3527,
6610.2,0.3570,
6708.7,0.3545,
6810.5,0.3319,
6912.8,0.2970,
7011.6,0.2792,
7114.1,0.2791,
7214.4,0.2729,
7316.3,0.2718,
7416.7,0.2778,
7516.6,0.2750,
7618.2,0.2759,
7720.0,0.2718,
7821.7,0.2710,
7924.2,0.2752,
8023.2,0.2713,
8124.9,0.2720,
8226.2,0.2759,
8328.2,0.2751,
8429.7,0.2745,
8529.7,0.2723,
8631.6,0.2777,
8732.4,0.2763,
8832.2,0.2741,
8933.7,0.2726,
9035.6,0.2751,
9138.4,0.2991,
9237.7,0.3381,
9338.5,0.3595,
9438.9,0.3543,
9540.8,0.3515,
9641.6,0.3493,
9741.9,0.3456,
9843.2,0.3400,
9945.1,0.3383,
10046.0,0.3322,
10157.0,0.3316,
10257.1,0.3345,
10357.9,0.3248,
10459.1,0.3251,
10560.0,0.3275,
10660.9,0.3258,
10762.7,0.3251,
10862.8,0.3336,
10963.0,0.3487,
11040.1,,Idle done. Phase took 6064 ms
11041.5,,Publishing response. Total elapsed: 6065 ms
11716.1,,Service request: command=1
11717.7,,Gripper latching...
11726.8,0.2991,
11829.0,0.3501,
11929.4,0.3373,
12030.7,0.3266,
12134.6,0.3217,
12234.3,0.3240,
12342.0,0.3203,
12435.8,0.3170,
12536.4,0.3220,
12637.9,0.3270,
12742.0,0.3307,
12840.6,0.3297,
12942.5,0.3336,
13042.2,0.3429,
13144.0,0.3497,
13244.3,0.3558,
13254.6,,Contact in latch zone at pos 18387 — latched
13256.8,,Latched
13258.2,,Latched! Phase took 1542 ms
13258.2,,Publishing response. Total elapsed: 1543 ms
15941.6,,Service request: command=3
15941.7,,Gripper moving to idle position...
15951.6,0.5152,
16056.7,0.3309,
16156.2,0.3233,
16256.9,0.3203,
16358.2,0.3198,
16459.6,0.3141,
16559.7,0.3196,
16661.1,0.3240,
16762.7,0.3257,
16864.2,0.3274,
16965.7,0.3306,
17067.2,0.3344,
17168.0,0.3329,
17269.1,0.3320,
17371.9,0.3304,
17471.2,0.3298,
17572.5,0.3270,
17672.8,0.3256,
17774.3,0.3296,
17876.0,0.3268,
17977.6,0.3312,
18079.0,0.3228,
18110.0,,Idle done. Phase took 2168 ms
18111.0,,Publishing response. Total elapsed: 2169 ms
18783.8,,Service request: command=2
18784.5,,Gripper releasing...
18794.7,0.2696,
18897.2,0.3399,
18998.9,0.3185,
19102.8,0.3196,
19202.0,0.3151,
19302.8,0.3167,
19406.8,0.3179,
19505.1,0.3203,
19605.2,0.3242,
19706.1,0.3226,
19807.2,0.3265,
19908.5,0.3382,
20011.5,0.3367,
20112.7,0.3396,
20215.5,0.3457,
20314.5,0.3469,
20416.1,0.3479,
20516.7,0.3524,
20621.7,0.3402,
20718.6,0.3036,
20820.4,0.2806,
20922.4,0.2803,
21023.4,0.2766,
21125.7,0.2794,
21226.9,0.2751,
21328.1,0.2745,
21429.3,0.2811,
21538.3,0.2783,
21630.8,0.2739,
21733.5,0.2762,
21833.7,0.2787,
21937.1,0.2820,
22035.3,0.2784,
22136.8,0.2790,
22238.5,0.2774,
22340.3,0.2831,
22441.6,0.2803,
22541.3,0.2744,
22651.0,0.2798,
22752.0,0.2816,
22853.9,0.2827,
22954.1,0.3084,
23054.5,0.3423,
23156.1,0.3645,
23259.3,0.3650,
23362.8,0.3586,
23462.7,0.3526,
23564.3,0.3518,
23666.7,0.3485,
23768.2,0.3474,
23870.6,0.3409,
23971.9,0.3365,
24073.0,0.3351,
24172.7,0.3380,
24275.9,0.3344,
24374.3,0.3301,
24474.6,0.3375,
24576.8,0.3350,
24686.0,0.3290,
24786.2,0.3200,
24854.2,,Home done. Phase took 6070 ms
24855.5,,Publishing response. Total elapsed: 6071 ms
