elapsed_ms,current_A,event
104919.7,0.3588,
104996.6,0.3622,
105124.5,0.3449,
105227.4,0.2914,
105330.8,0.2486,
105516.8,0.2062,
105517.0,0.1825,
105639.0,0.1600,
105740.4,0.1418,
105844.2,0.1268,
105949.7,0.1191,
106008.2,0.1105,
106109.2,0.1066,
106253.8,0.1153,
106360.0,0.1083,
106459.7,0.1117,
106663.1,0.1211,
106768.7,0.1439,
106870.2,0.1475,
106973.4,0.1640,
107018.6,0.1933,
107178.8,0.2221,
107282.4,0.2603,
107385.2,0.3067,
107488.4,0.3629,
107613.8,0.3716,
107624.0,0.3602,
107800.3,0.3609,
107899.2,0.3529,
107929.7,0.3513,
108032.2,0.3523,
108206.7,0.3467,
108310.1,0.3401,
108335.3,0.3372,
108517.0,0.3352,
108517.4,,Home done. Phase took 4525 ms
108517.6,,Publishing response. Total elapsed: 4525 ms
