elapsed_ms,current_A,event
8494.1,,Service request: command=3
8494.4,,Gripper moving to idle position...
8505.2,0.4421,
8614.5,0.1591,
8707.2,0.3010,
8807.5,0.1522,
8909.2,0.1267,
9065.9,0.1080,
9111.7,0.1109,
9231.4,0.1140,
9315.0,0.1034,
9416.9,0.1138,
9539.6,0.1025,
9619.9,0.1036,
9719.0,0.1047,
9821.4,0.1048,
9922.4,0.1048,
10023.0,0.1004,
10124.1,0.1015,
10224.7,0.1046,
10326.1,0.1013,
10426.9,0.1025,
10528.4,0.0988,
10671.1,0.1010,
10729.6,0.1002,
10832.3,0.1014,
10932.9,0.1059,
11035.0,0.1108,
11162.5,0.1649,
11236.6,0.3625,
11337.5,0.3774,
11395.0,,Idle done. Phase took 2901 ms
11397.0,,Publishing response. Total elapsed: 2902 ms
17659.2,,Service request: command=1
17659.4,,Gripper latching...
17660.6,0.3755,
17761.9,0.2093,
17864.8,0.3251,
17989.3,0.2845,
18064.5,0.1562,
18173.1,0.1057,
18279.8,0.0994,
18377.9,0.0994,
18510.0,0.0976,
18583.5,0.0971,
18686.7,0.0952,
18790.0,0.1016,
18892.4,0.1002,
18990.1,0.0977,
19098.4,0.0980,
19208.4,0.0976,
19309.0,0.0971,
19409.7,0.1208,
19553.3,0.2135,
19553.7,,Contact in latch zone at pos 26434 — latched
19557.4,,Latched
19558.7,,Latched! Phase took 1908 ms
19559.0,,Publishing response. Total elapsed: 1909 ms
26322.4,,Service request: command=3
26322.6,,Gripper moving to idle position...
26332.3,0.6100,
26497.9,0.3005,
26600.7,0.3295,
26637.0,0.1591,
26737.7,0.1031,
26893.3,0.1017,
26953.2,0.1016,
27114.7,0.1028,
27217.2,0.1001,
27346.7,0.1034,
27347.0,0.0990,
27445.0,0.1001,
27546.1,0.1007,
27646.4,0.1003,
27748.7,0.1016,
27851.0,0.1028,
27951.3,0.1013,
28051.9,0.1399,
28153.2,0.3216,
28253.9,0.3701,
28351.1,,Idle done. Phase took 2016 ms
28351.5,,Publishing response. Total elapsed: 2017 ms
32347.7,,Service request: command=2
32347.8,,Gripper releasing...
32355.5,0.3673,
32457.4,0.2957,
32558.3,0.3188,
32661.3,0.1517,
32761.9,0.1047,
32861.4,0.1032,
32962.3,0.1045,
33063.7,0.1070,
33181.9,0.1034,
33266.8,0.1034,
33368.9,0.1035,
33469.6,0.1031,
33571.8,0.1083,
33671.5,0.1048,
33773.0,0.1100,
33874.5,0.1104,
33975.4,0.1042,
34102.2,0.1135,
34230.0,0.1096,
34281.4,0.1097,
34379.4,0.1194,
34513.8,0.1064,
34616.0,0.1208,
34719.5,0.1100,
34784.5,0.1141,
34947.9,0.1250,
34985.9,0.1758,
35088.0,0.3707,
35188.3,0.3783,
35281.6,,Home done. Phase took 2899 ms
35281.8,,Publishing response. Total elapsed: 2900 ms
41467.8,,Service request: command=3
41468.0,,Gripper moving to idle position...
41478.4,0.3660,
41580.6,0.3045,
41681.8,0.3232,
41814.7,0.1596,
41917.6,0.1300,
41985.3,0.1086,
42086.1,0.1146,
42188.1,0.1134,
42287.9,0.1051,
42393.0,0.1125,
42491.2,0.1087,
42619.4,0.1078,
42692.7,0.1085,
42794.1,0.1047,
42895.3,0.1066,
42995.5,0.1061,
43096.5,0.1073,
43197.7,0.1056,
43299.1,0.1030,
43399.9,0.1051,
43501.3,0.1034,
43668.7,0.1041,
43762.3,0.1031,
43813.1,0.1030,
43914.6,0.1045,
44015.6,0.1045,
44116.5,0.1742,
44276.4,0.3659,
44318.1,0.3750,
44390.9,,Idle done. Phase took 2907 ms
44391.1,,Publishing response. Total elapsed: 2908 ms
50863.9,,Service request: command=1
50865.7,,Gripper latching...
50874.8,0.3330,
51009.5,0.3106,
51077.0,0.3298,
51178.3,0.2906,
51279.4,0.1570,
51380.2,0.1084,
51481.2,0.1005,
51590.5,0.0996,
51691.8,0.1000,
51799.6,0.1001,
51909.0,0.0999,
52063.4,0.0966,
52118.7,0.1011,
52229.0,0.1093,
52395.8,0.1037,
52430.8,0.1018,
52532.3,0.1014,
52633.6,0.1180,
52735.2,0.2123,
52808.5,,Contact in latch zone at pos 26442 — latched
52808.8,,Latched
52808.8,,Latched! Phase took 1911 ms
52808.9,,Publishing response. Total elapsed: 1912 ms
60105.3,,Service request: command=3
60105.5,,Gripper moving to idle position...
60105.6,0.5848,
60207.5,0.3196,
60309.6,0.3279,
60457.1,0.1547,
60497.8,0.1053,
60599.3,0.1041,
60701.7,0.1018,
60823.7,0.1015,
60926.1,0.0997,
61028.3,0.1026,
61113.3,0.0991,
61234.8,0.1002,
61337.0,0.0999,
61493.4,0.1020,
61542.3,0.1024,
61618.5,0.1002,
61748.4,0.1023,
61851.0,0.1495,
61954.1,0.3420,
62057.0,0.3707,
62161.4,,Idle done. Phase took 2015 ms
62161.7,,Publishing response. Total elapsed: 2016 ms
65098.6,,Service request: command=2
65098.8,,Gripper releasing...
65108.6,0.3669,
65446.4,0.3244,
65447.6,0.1486,
65550.8,0.1019,
65688.0,0.0985,
65755.9,0.1021,
65826.4,0.1050,
65929.4,0.1014,
66028.4,0.1050,
66129.4,0.1048,
66285.1,0.1079,
66331.8,0.1049,
66433.7,0.1057,
66579.0,0.1101,
66747.9,0.1061,
66748.0,0.1100,
66837.6,0.1145,
66939.6,0.1078,
67041.5,0.1102,
67141.5,0.1127,
67298.2,0.1058,
67342.8,0.1157,
67444.7,0.1121,
67545.7,0.1172,
67661.6,0.1268,
67787.5,0.2009,
67856.8,0.3793,
67960.9,0.3692,
68029.6,,Home done. Phase took 2899 ms
68029.9,,Publishing response. Total elapsed: 2900 ms
69900.0,,Service request: command=3
69900.5,,Gripper moving to idle position...
69900.6,0.3473,
69909.1,0.3252,
70010.3,0.3330,
70112.5,0.1611,
70217.0,0.1291,
70314.4,0.1102,
70484.2,0.1119,
70516.5,0.1128,
70617.5,0.1052,
70718.5,0.1176,
70819.4,0.1062,
70932.6,0.1090,
71021.5,0.1087,
71126.2,0.1057,
71224.6,0.1130,
71326.2,0.1041,
71426.3,0.1103,
71526.7,0.1089,
71636.5,0.1050,
71737.9,0.1071,
71838.2,0.1065,
71979.1,0.1013,
72039.8,0.1065,
72141.8,0.1043,
72242.8,0.1053,
72343.8,0.1067,
72454.9,0.1825,
72553.4,0.3685,
72654.2,0.3493,
72702.5,,Idle done. Phase took 2904 ms
72705.4,,Publishing response. Total elapsed: 2905 ms
75314.7,,Service request: command=1
75315.6,,Gripper latching...
75322.7,0.3188,
75424.1,0.3225,
75536.9,0.3437,
75726.5,0.2835,
75735.9,0.1572,
75837.3,0.1075,
75947.5,0.0990,
76048.5,0.1044,
76172.7,0.1049,
76258.0,0.1025,
76359.2,0.0989,
76468.6,0.1017,
76577.7,0.1032,
76753.1,0.1049,
76787.2,0.1018,
76888.6,0.1042,
76990.5,0.1016,
77094.4,0.1216,
77229.7,0.2213,
77230.0,,Contact in latch zone at pos 26446 — latched
77230.3,,Latched
77230.3,,Latched! Phase took 1910 ms
77230.4,,Publishing response. Total elapsed: 1911 ms
79146.0,,Service request: command=3
79146.4,,Gripper moving to idle position...
79155.7,0.6173,
79322.5,0.3475,
79424.7,0.3345,
79528.0,0.1591,
79560.8,0.1039,
79661.8,0.1026,
79763.9,0.1016,
79863.2,0.0998,
79967.0,0.1000,
80065.1,0.1024,
80167.1,0.1040,
80366.0,0.1063,
80452.5,0.0983,
80517.1,0.1048,
80571.4,0.1025,
80672.7,0.1037,
80773.6,0.1050,
80966.9,0.1420,
80975.0,0.3201,
81076.9,0.3492,
81174.4,,Idle done. Phase took 2015 ms
81174.6,,Publishing response. Total elapsed: 2016 ms
83868.6,,Service request: command=2
83868.8,,Gripper releasing...
83947.1,0.3360,
83980.2,0.3250,
84084.3,0.3274,
84184.9,0.1560,
84283.7,0.1032,
84384.3,0.1038,
84563.5,0.1023,
84586.6,0.1045,
84687.8,0.1009,
84790.5,0.1047,
84890.6,0.1049,
84991.9,0.1059,
85101.4,0.1084,
85192.9,0.1042,
85295.1,0.1093,
85395.4,0.1074,
85496.9,0.1036,
85620.3,0.1131,
85698.1,0.1073,
85807.5,0.1115,
85909.4,0.1155,
86011.1,0.1064,
86111.3,0.1234,
86211.8,0.1099,
86313.3,0.1194,
86413.8,0.1263,
86516.6,0.1859,
86725.2,0.3473,
86773.5,,Home done. Phase took 2905 ms
86775.8,,Publishing response. Total elapsed: 2906 ms
92846.7,,Service request: command=3
92846.8,,Gripper moving to idle position...
92856.4,0.2836,
92958.3,0.3343,
93095.0,0.3199,
93168.5,0.1549,
93270.9,0.1309,
93370.5,0.1150,
93505.8,0.1158,
93571.9,0.1161,
93673.8,0.1087,
93775.8,0.1162,
93877.7,0.1043,
93998.7,0.1106,
94122.1,0.1110,
94224.4,0.1047,
94280.4,0.1092,
94382.0,0.1053,
94482.8,0.1105,
94635.6,0.1104,
94684.5,0.1060,
94785.7,0.1066,
94887.6,0.1063,
95050.3,0.1062,
95090.1,0.1045,
95190.7,0.1042,
95292.1,0.1070,
95392.9,0.1075,
95493.5,0.1777,
95595.9,0.3528,
95695.6,0.3402,
95777.4,,Idle done. Phase took 2906 ms
95777.7,,Publishing response. Total elapsed: 2907 ms
99274.4,,Service request: command=1
99275.7,,Gripper latching...
99284.9,0.2946,
99388.1,0.3313,
99488.6,0.3430,
99589.0,0.2904,
99691.0,0.1589,
99791.6,0.1084,
99892.7,0.0997,
100001.9,0.1022,
100110.9,0.1031,
100298.0,0.1092,
100320.7,0.1036,
100423.1,0.0999,
100523.7,0.0997,
