elapsed_ms,current_A,event
26818.5,,Service request: command=3
26818.8,,Gripper moving to idle position...
26828.6,0.3281,
26931.1,0.3731,
27031.9,0.3625,
27132.4,0.3338,
27233.4,0.3342,
27336.0,0.3379,
27437.5,0.3402,
27541.1,0.3469,
27638.4,0.3550,
27739.4,0.3598,
27840.6,0.3732,
27941.4,0.3449,
28043.1,0.2873,
28143.9,0.2380,
28245.1,0.2075,
28346.2,0.1811,
28446.5,0.1563,
28548.6,0.1446,
28650.6,0.1299,
28752.0,0.1112,
28853.0,0.1070,
28953.4,0.1061,
29054.2,0.1046,
29155.9,0.1037,
29257.2,0.1018,
29357.8,0.1090,
29458.4,0.1148,
29560.8,0.1241,
29661.6,0.1426,
29763.2,0.1579,
29864.4,0.1815,
29966.6,0.2065,
30065.9,0.2479,
30178.4,0.2974,
30271.0,0.3499,
30369.0,0.3638,
30470.4,0.3566,
30571.8,0.3549,
30672.2,0.3447,
30774.0,0.3428,
30876.1,0.3391,
30977.4,0.3347,
31080.1,0.3357,
31179.5,0.3314,
31280.0,0.3348,
31345.4,,Idle done. Phase took 4528 ms
31346.3,,Publishing response. Total elapsed: 4528 ms
34043.3,,Service request: command=1
34044.6,,Gripper latching...
34053.8,0.2954,
34156.8,0.3755,
34257.3,0.3767,
34358.6,0.3317,
34460.5,0.3350,
34560.9,0.3416,
34667.4,0.3391,
34762.4,0.3458,
34864.6,0.3531,
34973.9,0.3608,
35074.2,0.3664,
35180.4,0.3350,
35277.5,0.2837,
35378.2,0.2361,
35479.1,0.1998,
35580.9,0.1718,
35682.3,0.1500,
35782.1,0.1341,
35884.0,0.1213,
35984.3,0.1091,
36084.9,0.1016,
36185.9,0.0987,
36286.9,0.0974,
36388.9,0.1022,
36498.0,0.0993,
36599.4,0.1130,
36701.2,0.1781,
36766.0,,Contact in latch zone at pos 26855 — latched
36775.6,,Latched
36777.0,,Latched! Phase took 2733 ms
36777.1,,Publishing response. Total elapsed: 2734 ms
37458.6,,Service request: command=3
37458.7,,Gripper moving to idle position...
37468.6,0.6427,
37570.9,0.3764,
37671.6,0.3757,
37773.5,0.3424,
37875.4,0.3391,
37974.0,0.3393,
38080.7,0.3407,
38176.3,0.3410,
38277.1,0.3506,
38380.5,0.3567,
38480.8,0.3655,
38581.7,0.3389,
38684.0,0.2868,
38784.3,0.2400,
38885.9,0.1984,
38986.9,0.1751,
39087.5,0.1540,
39190.5,0.1364,
39292.0,0.1238,
39392.8,0.1284,
39493.1,0.1407,
39594.5,0.1614,
39695.2,0.1840,
39797.2,0.2178,
39901.7,0.2592,
40002.7,0.3109,
40103.2,0.3641,
40200.6,0.3609,
40302.4,0.3535,
40403.6,0.3519,
40504.4,0.3447,
40605.6,0.3416,
40706.6,0.3432,
40807.8,0.3357,
40910.7,0.3351,
41010.8,0.3394,
41112.7,0.3537,
41151.1,,Idle done. Phase took 3693 ms
41152.8,,Publishing response. Total elapsed: 3693 ms
41855.9,,Service request: command=2
41858.4,,Gripper releasing...
41866.8,0.2938,
41968.6,0.3592,
42070.2,0.3581,
42172.0,0.3374,
42271.6,0.3367,
42372.6,0.3327,
42481.7,0.3430,
42583.6,0.3446,
42693.1,0.3544,
42794.1,0.3598,
42894.8,0.3649,
42997.7,0.3298,
43096.7,0.2774,
43197.2,0.2328,
43298.5,0.1956,
43400.2,0.1728,
43502.6,0.1535,
43603.5,0.1343,
43705.3,0.1192,
43803.6,0.1161,
43904.7,0.1063,
44005.9,0.1063,
44108.0,0.1098,
44207.9,0.1008,
44311.5,0.1119,
44410.5,0.1119,
44512.5,0.1214,
44612.5,0.1464,
44714.2,0.1473,
44815.7,0.1644,
44918.1,0.1915,
45018.8,0.2184,
45118.8,0.2584,
45220.7,0.3071,
45325.2,0.3664,
45423.7,0.3691,
45524.2,0.3594,
45624.6,0.3559,
45726.2,0.3510,
45828.2,0.3465,
45930.3,0.3480,
46032.3,0.3436,
46131.4,0.3395,
46231.0,0.3464,
46332.1,0.3446,
46381.6,,Home done. Phase took 4525 ms
46382.1,,Publishing response. Total elapsed: 4525 ms
49064.5,,Service request: command=3
49064.6,,Gripper moving to idle position...
49074.6,0.3089,
49176.4,0.3665,
49278.7,0.3638,
49381.4,0.3344,
49482.5,0.3386,
49581.1,0.3398,
49681.8,0.3452,
49783.5,0.3528,
49885.5,0.3578,
49987.0,0.3608,
50087.8,0.3761,
50189.5,0.3464,
50290.2,0.2890,
50392.8,0.2436,
50492.8,0.2121,
50594.6,0.1833,
50694.3,0.1559,
50795.5,0.1456,
50896.9,0.1296,
50999.0,0.1198,
51099.5,0.1093,
51201.6,0.1082,
51302.4,0.1064,
51402.4,0.1050,
51504.5,0.1019,
51605.2,0.1077,
51707.5,0.1153,
51807.7,0.1269,
51908.0,0.1412,
52009.5,0.1582,
52109.9,0.1819,
52211.5,0.2099,
52312.5,0.2522,
52413.2,0.2971,
52515.1,0.3507,
52614.9,0.3607,
52715.7,0.3538,
52816.3,0.3503,
52919.2,0.3495,
53020.9,0.3437,
53122.4,0.3422,
53223.5,0.3390,
53324.6,0.3401,
53426.5,0.3319,
53527.3,0.3379,
53583.9,,Idle done. Phase took 4520 ms
53584.7,,Publishing response. Total elapsed: 4520 ms
55028.2,,Service request: command=1
55029.2,,Gripper latching...
55038.6,0.3573,
55141.2,0.3717,
55242.2,0.3628,
55342.7,0.3373,
55443.8,0.3363,
55545.8,0.3368,
55647.0,0.3408,
55748.4,0.3447,
55849.7,0.3572,
55950.0,0.3619,
56050.6,0.3627,
56153.5,0.3407,
56253.6,0.2861,
56353.6,0.2443,
56462.9,0.2008,
56563.8,0.1767,
56665.9,0.1544,
56784.9,0.1341,
56877.1,0.1210,
56976.7,0.1092,
57077.4,0.1008,
57178.5,0.1013,
57281.2,0.1000,
57381.0,0.1009,
57481.7,0.1016,
57582.4,0.1154,
57685.9,0.1799,
57748.2,,Contact in latch zone at pos 26839 — latched
